"marca","direc","n_encuestador","sd_01","identidad_genero","edad","año_ingreso_carrera","comuna","clase_social","nivel_educacion_padre","nivel_educacion_madre","ultimo_colegio","ea_01_horas_estudio_semana","ea_02_horas_estudio_fin_semana","descripcion_carga_academica","ea_04_notas_ultimo_semestre","satisfaccion_rendimiento_academico","ea_06_nivel_estres_ultimo_semestre","ea_07_efecto_estres_rendimiento","ea_08","ea_09","ea_10","re_01","re_02","re_03","re_04","re_05","rs_01","rs_02","rs_03","rs_04","rs_05","rs_06","to_01","to_02","to_03","to_04","to_05","to_06","ma_01","ma_02","ma_03","ma_04","ma_05","cm_01","cm_02","cm_03","cm_04","cm_05","cm_06","identidad_genero_r","edad_r","año_ingreso_carrera_r","comuna_r1","comuna_distancia","horas_estudio_semana","notas_ultimo_semestre_intervalo","ea_06_nivel_estres_ultimo_semestre_r","ea_07_efecto_estres_rendimiento_r"
45421.7402667824,"sebastianmunozt@gmail.com","joaquin_castillo","Sí","No binarie",24,2019,"penalolen","Clase social media - alta","Educación Profesional","Educación Profesional","Público","Más de 7 horas por día","5 o 6 horas por días","Pesada",6.3,"Insatisfecho",4,"Mucho","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Dolor en el pecho, Fatiga, Problemas de sueño, Irritabilidad o enojo, Diarrea, Cambios en el apetito, Problemas dermatológicos, Sudoración excesiva, Tics Nerviosos","Técnicas de relajación (como de respiración o relajación muscular), Apoyo social (hablar con amigos/familia), Consulta con un profesional de salud mental, Tomar descansos regulares","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Moderadamente influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico","No","Desconectándome temporalmente","WhatsApp","Instagram","Poco tiempo.","3 a 4 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Escuchar música., Salir con amigos / familia., Bailar y/o Cantar","No, las realizo de forma individual","Muy importante.",9,10,"No","No","Baja frecuencia (1 vez a la semana)",7,"Entre 5 a 6 horas.","Pop","Reggaetón","En su casa o de familiares., En casa de amigos., En el transporte público, En el lugar de estudio, En otros lugares","Muy importante","Persona de genero diverso","24 a 29","pre-pandemia","Zona Oriente","Vive a distancia media","Más de 7 horas por día","6.0 a 7.0","Estres Alto","Bastante"
45421.7439633449,"sebastianmunozt@gmail.com","valentina_gonzalez","Sí","Hombre cisgénero",24,2022,"santiago_centro","Clase social media - baja","Educación Técnica","Educación Básica","Público","3 o 4 horas al día","Más de 7 horas por día","Moderada",5.4,"Insatisfecho",3,"Moderado","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Problemas de sueño","Ejercicio físico, Tomar descansos regulares","Escéptico","Agnóstico","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","4 horas o más","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura)","No","Desconectándome temporalmente","Youtube","Facebook","Suficiente tiempo.","Más de 6.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Jugar videojuegos., Escuchar música., Tocar música.","No, las realizo de forma individual","Muy importante.",5,7,"No","No","Baja frecuencia (1 vez a la semana)",7,"Más de 7 horas.","Raw death metal tecnoterrorista","Reggaeton malianteo flamenco vaquillacore","En su casa o de familiares., En casa de amigos., En el lugar de estudio","Muy importante","Hombre cisgenero","24 a 29","post-pandemia","Zona Centro","Vive muy cerca","3 o 4 horas al día","5.0 a 5.9","Estres Moderado","Moderadamente"
45421.758348206,"sebastianmunozt@gmail.com","catalina_fuentes","Sí","Hombre trans/transmasculino",22,2022,"nunoa","Clase social media - alta","Educación Profesional","Educación Técnica","Particular","3 o 4 horas al día","3 o 4 horas al día","Moderada",5.5,"Insatisfecho",3,"Mucho","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Fatiga","Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Tomar descansos regulares","No creencias","Ateo","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","No","No me estresa","TikTok","Instagram","Suficiente tiempo.","3 a 4 veces.","Sí, suelo planificar mi tiempo cuidadosamente para equilibrar mis obligaciones académicas y actividades de ocio.","Ver series y / o películas., Escuchar música., Practicar deporte / ejercitarse., Salir con amigos / familia.","Sí, con un instructor o grupo","Muy importante.",7,7,"No","Sí","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 3 a 4 horas.","Rock","Trap","En su casa o de familiares., En casa de amigos., En el transporte público, En otros lugares","Muy importante","Persona de genero diverso","21 a 23","post-pandemia","Zona Centro","Vive a distancia cercana","3 o 4 horas al día","5.0 a 5.9","Estres Moderado","Bastante"
45421.7729014815,"sebastianmunozt@gmail.com","consuelo_llanten_","Sí","Hombre cisgénero",22,2022,"penalolen","Clase social media","Educación Media","Educación Media","Particular","1 o 2 horas al día","3 o 4 horas al día","Ligera",5.6,"Satisfecho",1,"Poco","Si, se identificar cuando estoy estresado debido a la universidad","Problemas de sueño","Ejercicio físico, Participar en otras actividades creativas (música, arte, escritura), Carretear y hacer vida social","No creencias","Ateo","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura)","No","No me estresa","Instagram","WhatsApp","Suficiente tiempo.","3 a 4 veces.","No estoy seguro(a) / No aplica a mi situación.","Tocar música., Practicar deporte / ejercitarse., Salir con amigos / familia.","Sí, con un instructor o grupo","Muy importante.",1,1,"No","No","Baja frecuencia (1 vez a la semana)",7,"Entre 3 a 4 horas.","Metal","New wave","En su casa o de familiares., En el transporte público, En el lugar de estudio, En otros lugares","Importante","Hombre cisgenero","21 a 23","post-pandemia","Zona Oriente","Vive a distancia media","1 o 2 horas al día","5.0 a 5.9","Estres Bajo","Moderadamente"
45421.806260544,"sebastianmunozt@gmail.com","camila_segura","Sí","Mujer cisgénero",22,2022,"la_florida","Clase social media - alta","Educación Profesional","Educación Profesional","Particular","1 o 2 horas al día","1 o 2 horas al día","Muy pesada",5.2,"Insatisfecho",4,"Mucho","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Irritabilidad o enojo","Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura)","No creencias","Ateo","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos","No","Desconectándome temporalmente","Instagram","TikTok","Poco tiempo.","3 a 4 veces.","Sí, suelo planificar mi tiempo cuidadosamente para equilibrar mis obligaciones académicas y actividades de ocio.","Leer. y/o Escribir, Ver series y / o películas., Jugar videojuegos., Escuchar música., Tocar música., Practicar deporte / ejercitarse., Salir con amigos / familia.","No, las realizo de forma individual","Muy importante.",1,1,"Si","Sí","Baja frecuencia (1 vez a la semana)",7,"Entre 5 a 6 horas.","Hip-Hop, Rap, Freestyle","Folklore","En su casa o de familiares., En casa de amigos., En el transporte público, En el lugar de estudio","Muy importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Sur","Vive a distancia media","1 o 2 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45421.8062963773,"sebastianmunozt@gmail.com","vicente","Sí","Hombre cisgénero",23,2020,"santiago_centro","Clase social media","Educación Profesional","Educación Profesional","Particular","3 o 4 horas al día","5 o 6 horas por días","Pesada",4.5,"Insatisfecho",5,"Mucho","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Tensión o dolor muscular, Fatiga, Problemas de sueño, Irritabilidad o enojo, Diarrea, Cambios en el apetito, Problemas dermatológicos, Tics Nerviosos","No utilizo estrategias para manejar el estrés académico","No creencias","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Al menos una vez a la semana. Cuando siento la necesidad.","No, no he asistido","Moderadamente influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","No","No me estresa","Instagram","TikTok","Poco tiempo.","Más de 6.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Jugar videojuegos., Salir con amigos / familia.","No, las realizo de forma individual","Muy poco importante.",4,3,"Si","No","Baja frecuencia (1 vez a la semana)",7,"Entre 3 a 4 horas.","Jazz","Rock","En su casa o de familiares.","Poco importante","Hombre cisgenero","21 a 23","Pandemia","Zona Centro","Vive muy cerca","3 o 4 horas al día","4.0 a 4.9","Estres Alto","Bastante"
45421.8072571065,"sebastianmunozt@gmail.com","florencia_martin_","Sí","Mujer cisgénero",19,2024,"la_reina","Clase social media - baja",NA,"Educación Técnica","Público","1 o 2 horas al día","1 o 2 horas al día","Pesada",NA,"Satisfecho",4,"Bastante","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Problemas de sueño, Irritabilidad o enojo, Tics Nerviosos","No utilizo estrategias para manejar el estrés académico","Escéptico","Agnóstico","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","4 horas o más","Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales","No","No me estresa","Instagram","TikTok","Suficiente tiempo.","3 a 4 veces.","Sí, suelo planificar mi tiempo cuidadosamente para equilibrar mis obligaciones académicas y actividades de ocio.","Leer. y/o Escribir, Ver series y / o películas., Salir con amigos / familia.","No, las realizo de forma individual","Importante.",7,3,"No","No","Baja frecuencia (1 vez a la semana)",7,"Más de 7 horas.","K-Pop","Pop","En su casa o de familiares., En el transporte público, En el lugar de estudio, En otros lugares","Muy importante","Mujer cisgenero","18 a 20","post-pandemia","Zona Oriente","Vive a distancia media","1 o 2 horas al día",NA,"Estres Alto","Bastante"
45421.8186900694,"sebastianmunozt@gmail.com","joaquin","Sí","Hombre cisgénero",26,2019,"la_serena","Clase social media","Educación Profesional","Educación Media","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Moderada",6,"Satisfecho",3,"Moderado","Si, se identificar cuando estoy estresado debido a la universidad","Problemas de sueño","Ejercicio físico","No creencias","Catolico","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares","Sí","Desconectándome temporalmente","Instagram","Twitter/X","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Practicar deporte / ejercitarse.","No, las realizo de forma individual","Importante.",7,5,"Si","Sí","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 1 a 2 horas.","Rock","Trap","En su casa o de familiares., En casa de amigos., En el transporte público, En el lugar de estudio, En otros lugares","Muy importante","Hombre cisgenero","24 a 29","pre-pandemia","Fuera de la Región Metropolitana","Fuera de Santiago","1 o 2 horas al día","6.0 a 7.0","Estres Moderado","Moderadamente"
45421.8396074306,"sebastianmunozt@gmail.com","florencia_martin","Sí","Género fluido",22,2020,"puente_alto","Clase social media","Educación Técnica","Educación Media","Particular","5 o 6 horas por días","Más de 7 horas por día","Pesada",6.3,"Satisfecho",4,"Moderado","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Dolor en el pecho, Cambios en el apetito","Organización y planificación del tiempo","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Moderadamente influyente","Entre 3 a 4 horas","Consumir contenido de entretenimiento (humor, arte, cultura)","No","Desconectándome temporalmente","TikTok","WhatsApp","Poco tiempo.","1 a 2 veces.","Sí, suelo planificar mi tiempo cuidadosamente para equilibrar mis obligaciones académicas y actividades de ocio.","Leer. y/o Escribir, Jugar videojuegos.","No, las realizo de forma individual","Poco importante.",5,6,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 5 a 6 horas.","K-Pop","Reggaetón","En su casa o de familiares., En el transporte público, En el lugar de estudio","Importante","Persona de genero diverso","21 a 23","Pandemia","Zona Sur","Vive a mucha distancia","5 o 6 horas por días","6.0 a 7.0","Estres Alto","Moderadamente"
45421.852980706,"sebastianmunozt@gmail.com","alejandra_mondaca","Sí","Mujer cisgénero",22,2020,"la_florida","Clase social media","Educación Técnica","Educación Media","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Ligera",5.9,NA,4,"Bastante","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Irritabilidad o enojo, Problemas dermatológicos","Ejercicio físico, Organización y planificación del tiempo, Participar en otras actividades creativas (música, arte, escritura)","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Menos influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura)","A veces","Desconectándome temporalmente","Instagram","WhatsApp","Poco tiempo.","1 a 2 veces.","Sí, suelo planificar mi tiempo cuidadosamente para equilibrar mis obligaciones académicas y actividades de ocio.","Leer. y/o Escribir, Ver series y / o películas., Tocar música., Practicar deporte / ejercitarse., Dibujar / pintar., Salir con amigos / familia.","No, las realizo de forma individual","Muy importante.",3,4,"No","No","Baja frecuencia (1 vez a la semana)",7,"Entre 3 a 4 horas.","Hip-Hop, Rap, Freestyle","Cumbia","En su casa o de familiares., En el transporte público, En el lugar de estudio","Muy importante","Mujer cisgenero","21 a 23","Pandemia","Zona Sur","Vive a distancia media","1 o 2 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45421.8565275694,"sebastianmunozt@gmail.com","consuelo_llanten_","Sí","Hombre cisgénero",27,2019,"puente_alto","Clase social media - baja","Educación Técnica","Educación Media","Particular subvencionado","3 o 4 horas al día","3 o 4 horas al día","Ligera",5.1,"Insatisfecho",4,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Fatiga, Problemas de sueño, Tics Nerviosos","Organización y planificación del tiempo, Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura)","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Menos influyente","Entre 1 a 2 horas","Consumir contenido de entretenimiento (humor, arte, cultura)","No","No me estresa","Instagram","TikTok","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Leer. y/o Escribir, Ver series y / o películas., Tocar música.","No, las realizo de forma individual","Muy importante.",2,5,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 5 a 6 horas.","J-Rock / Visual Kei","Metal","En su casa o de familiares., En casa de amigos., En el transporte público, En el lugar de estudio, En otros lugares","Muy importante","Hombre cisgenero","24 a 29","pre-pandemia","Zona Sur","Vive a mucha distancia","3 o 4 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45421.8583273958,"sebastianmunozt@gmail.com","camila_segura","Sí","Mujer cisgénero",18,2024,"santiago_centro","Clase social baja","Educación Media","Educación Técnica","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Pesada",6.2,"Satisfecho",3,"Moderado","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito","Técnicas de relajación (como de respiración o relajación muscular), Apoyo social (hablar con amigos/familia), Tomar descansos regulares, Distracciones con lecturas de mi interés.","Dudas ocasionales","Catolico","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Menos influyente","4 horas o más","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","A veces","Desconectándome temporalmente","WhatsApp","Instagram","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Leer. y/o Escribir, Escuchar música., Salir con amigos / familia.","No, las realizo de forma individual","Moderadamente importante.",9,8,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 3 a 4 horas.","J-pop","Rock","En su casa o de familiares., En casa de amigos.","Importante","Mujer cisgenero","18 a 20","post-pandemia","Zona Centro","Vive muy cerca","1 o 2 horas al día","6.0 a 7.0","Estres Moderado","Moderadamente"
45421.8643604514,"sebastianmunozt@gmail.com","gabriel_concha","Sí","Mujer cisgénero",25,2019,"quinta_normal","Clase social media","Educación Profesional","Educación Profesional","Particular subvencionado","3 o 4 horas al día","5 o 6 horas por días","Pesada",6,"Satisfecho",5,"Mucho","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Dolor en el pecho, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito, Problemas dermatológicos, Sudoración excesiva, Tics Nerviosos","Apoyo social (hablar con amigos/familia), Consulta con un profesional de salud mental","Escéptico","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Menos influyente","4 horas o más","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico","A veces","Desconectándome temporalmente","Instagram","WhatsApp","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Practicar deporte / ejercitarse., Salir con amigos / familia.","No, las realizo de forma individual","Muy importante.",5,8,"Si","No","Alta frecuencia (usualmente todos mis productos)",7,"Entre 3 a 4 horas.","Reggaetón","Hip-Hop, Rap, Freestyle","En su casa o de familiares., En casa de amigos., En el transporte público","Muy importante","Mujer cisgenero","24 a 29","pre-pandemia","Zona Poniente","Vive muy cerca","3 o 4 horas al día","6.0 a 7.0","Estres Alto","Bastante"
45421.8664348611,"sebastianmunozt@gmail.com","gonzalo_munoz","Sí","Mujer cisgénero",23,2023,"puente_alto","Clase social media - baja","Educación Técnica","Educación Profesional","Particular subvencionado","3 o 4 horas al día","3 o 4 horas al día","Pesada",6.1,"Satisfecho",5,"Bastante","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Dolor en el pecho, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito, Problemas dermatológicos, Tics Nerviosos","Técnicas de relajación (como de respiración o relajación muscular), Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura), Consumo de drogas","Creencia moderada","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Al menos una vez a la semana. Cuando siento la necesidad.","No, no he asistido","Moderadamente influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico","A veces","Desconectándome temporalmente","TikTok","Instagram","No tengo tiempo.","3 a 4 veces.","Sí, suelo planificar mi tiempo cuidadosamente para equilibrar mis obligaciones académicas y actividades de ocio.","Ver series y / o películas., Escuchar música., Salir con amigos / familia.","No, las realizo de forma individual","Muy importante.",8,9,"Si","Sí","Alta frecuencia (usualmente todos mis productos)",7,"Entre 3 a 4 horas.","Folklore","Rock","En su casa o de familiares., En casa de amigos., En el transporte público, En el lugar de estudio, En otros lugares","Muy importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Sur","Vive a mucha distancia","3 o 4 horas al día","6.0 a 7.0","Estres Alto","Bastante"
45421.8711299537,"sebastianmunozt@gmail.com","julia_sotomayor","Sí","No binarie",24,2021,"lo_espejo","Clase social media - baja","Educación Media","Educación Profesional","Particular subvencionado","3 o 4 horas al día","1 o 2 horas al día","Ligera",4.9,"Insatisfecho",4,"Bastante","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","No he experimentado síntomas físicos","Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura)","No creencias","Agnóstico","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales","No sé","Desconectándome temporalmente","Instagram","WhatsApp","Poco tiempo.","3 a 4 veces.","No, no administro mi tiempo de manera óptima cuando tengo muchas obligaciones académicas.","Tocar música., Practicar deporte / ejercitarse., Salir con amigos / familia.","No, las realizo de forma individual","Muy importante.",1,10,"No","No","Baja frecuencia (1 vez a la semana)",7,"Entre 1 a 2 horas.","Pop","Boleros","En su casa o de familiares., En el transporte público, En el lugar de estudio","Importante","Persona de genero diverso","24 a 29","Pandemia","Zona Sur","Vive a distancia cercana","3 o 4 horas al día","4.0 a 4.9","Estres Alto","Bastante"
45421.8721165625,"sebastianmunozt@gmail.com","carla_(buffy)","Sí","Mujer cisgénero",20,2023,"calera_de_tango","Clase social media - baja","Educación Media","Educación Profesional","Particular subvencionado","3 o 4 horas al día","3 o 4 horas al día","Moderada",5.3,"Satisfecho",4,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Dolor en el pecho, Fatiga, Problemas de sueño, Cambios en el apetito, Problemas dermatológicos, Sudoración excesiva","Ejercicio físico, Técnicas de relajación (como de respiración o relajación muscular), Tomar descansos regulares","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Al menos una vez a la semana. Cuando siento la necesidad.","No, no he asistido","Menos influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","No sé","No me estresa","TikTok","Pinterest","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Leer. y/o Escribir, Ver series y / o películas., Practicar deporte / ejercitarse.","No, las realizo de forma individual","Importante.",6,8,"Si","Sí","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 3 a 4 horas.","Rock","Pop","En su casa o de familiares., En el transporte público, En otros lugares","Muy importante","Mujer cisgenero","18 a 20","post-pandemia","Periurbano","Vive a mucha distancia","3 o 4 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45421.8723647917,"sebastianmunozt@gmail.com","yakim_","Sí","Mujer cisgénero",23,2022,"las_condes","Clase social media - alta","Educación Profesional","Educación Profesional","Particular","3 o 4 horas al día","1 o 2 horas al día","Pesada",6,"Satisfecho",4,"Moderado","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Tensión o dolor muscular, Dolor en el pecho, Irritabilidad o enojo, Cambios en el apetito","Técnicas de relajación (como de respiración o relajación muscular), Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura)","No creencias","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Menos influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales","No sé","Bloqueando o reportando usuarios problemáticos","Instagram","WhatsApp","Suficiente tiempo.","3 a 4 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Salir con amigos / familia., Bailar y/o Cantar","No, las realizo de forma individual","Muy importante.",6,3,"Si","Sí","Baja frecuencia (1 vez a la semana)",7,"Entre 3 a 4 horas.","Hip-Hop, Rap, Freestyle","Cumbia","En su casa o de familiares.","Muy importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Oriente","Vive a distancia media","3 o 4 horas al día","6.0 a 7.0","Estres Alto","Moderadamente"
